Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
588,Pankina,Poetry n.,1.0,02/05/2021,amazing place ! Excellent service !!! warmly recommended,5.0
589,Pankina,Ophir a.,2.0,26/05/2021,"Pleasure of service, quality and good atmosphere",5.0
590,Pankina,Ariel H.,1.0,16/07/2020,"Great experience! Delicious food at a high level, equal prices, we will definitely be back.",5.0
591,Pankina,Ofer R.,15.0,03/11/2019,Very tasty and inexpensive. Extremely courteous service even though we arrived a few minutes before the kitchen closed,5.0
592,Pankina,Eden m.,1.0,23/08/2021,Excellent!!,5.0
593,Pankina,Paul W.,1.0,08/02/2018,Simple place excellent.The attitude is excellent.The food is very tasty and feel it is good raw materials.Highly recommend.,5.0
594,Pankina,Which and.,14.0,26/08/2020,a good restaurant! Restaurant manager - host with a smile. the food is delicious,4.0
595,Pankina,Tal L.,1.0,29/04/2019,We were on Passover and the food was just great😀. Good atmosphere and delicious food!,5.0
596,Pankina,Ronen d.,2.0,09/06/2020,Small and not tasty dishes not recommended,1.0
597,Pankina,Neomi K.,3.0,20/05/2021,perfect,5.0
598,Pankina,Gal B.,7.0,22/10/2019,"Really nice place good people, highly recommended",5.0
599,Pankina,Roni S.,1.0,27/02/2020,Excellent service and very tasty food!,5.0
600,Pankina,Judah a.,1.0,09/09/2020,it was great.,5.0
601,Pankina,Michael T.,1.0,20/09/2019,"The dishes are certainly small relative to the price, lasagna which is one of the recommended dishes according to the waitress could not be obtained, out of stock .... In short disappointment",2.0
602,Pankina,Adato J.,2.0,19/09/2020,magnificent,5.0
603,Pankina,Roy m.,1.0,21/12/2017,"Excellent restaurant, excellent food and bomb service !!! Recommend!",5.0
604,Pankina,Zahava S.,3.0,09/07/2018,Excellent service and very tasty kosher food recommends,5.0
605,Pankina,Mor A.,1.0,25/01/2018,The menu was not varied and the dishes were not to our liking and the service was excellent,1.0
606,Pankina,Jenny K.,10.0,15/02/2018,Delicious food and very nice landlord. You can diversify the menu a little more,4.0
607,Pankina,Linoya Z.,1.0,30/10/2019,😛😛😛,5.0
608,Pankina,Michael e.,1.0,28/06/2018,"The food is disgusting, poor service, very expensive",1.0
609,Pankina,guy o.,3.0,24/01/2018,Nice and cozy. The place and the people,5.0
610,Pankina,Moshe M.,1.0,19/02/2019,Excellent,5.0
611,Pankina,Nama k.,7.0,26/06/2017,"Delicious, good atmosphere",4.0
612,Edmund,May B.,106.0,02/11/2020,Just a wow of a place! Great atmosphere! Feels really foreign! Food at a very high standard! Everything is fresh and delicious! The sandwiches are just great! The owner of the place prepares special drinks that you will not taste anywhere! Their sweets are really special! In short do not miss the opportunity to completely change the atmosphere and feel a little abroad! Enjoy,5.0
613,Edmund,Condition K.,19.0,11/03/2022,Stunning place! The dishes were surprisingly tasty and really special. Great atmosphere! I'm sure I'll be back :),5.0
614,Edmund,Peleg A.,7.0,03/05/2022,A place of fire is always fun there,5.0
615,Edmund,Chen S.,121.0,26/11/2020,"Recommended to Allah! A magical place in the center of the center ... quiet, service in great vibes, intimate, with quality coffee and full of delicious things. Plus outdoor seating 😎 Short enjoy!",5.0
616,Edmund,Bar C.,244.0,18/07/2021,High prices for food that is within the scope of the rotation and no more. vague,3.0
617,Edmund,Ronnie S.,2.0,25/09/2021,A cool place! Large and spacious in a kind of large garden. Great coffee :) and the last one that closes in the city on Friday..recommends,5.0
618,Edmund,granddaughter A.,88.0,30/11/2021,A magical and perfect place with delicious and super fine food is highly recommended,5.0
619,Edmund,Tamar R.,369.0,25/08/2020,"Great atmosphere, great sandwiches, great coffee and great staff. recommended!",5.0
620,Unza,Yael M.,1.0,25/02/2022,"Perfect restaurant !! Very tasty and special food. Everything is fresh, excellent service and a fun atmosphere. Perfect lamb neck pastry A delicious and delicate fire-baked chard pastry, a special citrus guard from Awwwood. We will happily return and wholeheartedly recommend. You also get a taste buds",5.0
621,Unza,Yuval B.,97.0,10/01/2019,"Great experience! We sat at the bar and could be impressed by the preparation of the cocktails and also taste some :) Do not give up the special fish tartare if there is that evening. Expensive, but if you come to be pampered then highly recommended!",5.0
622,Unza,Violetta S.,2.0,27/11/2021,"The food on a level, was really delicious and very much enjoyed and we will definitely return",5.0
623,Unza,shay h.,2.0,17/04/2021,"Excellent food, atmosphere like only fleas have, excellent service .. In short, highly recommend to those in the area",5.0
624,Unza,Baruch A.,5.0,23/11/2019,"Good service, good atmosphere, delicious food a little expensive",4.0
625,Unza,Judith F.,1.0,23/09/2019,"I have no good word to say other than the waitress who was charming and tolerant. In the kitchen it seems to us, the cooks and the cleaner have changed. Everything was bad. They said they would call today to hear about our shocking experience and I'm still waiting ...",1.0
626,Unza,Sivan R.,6.0,09/11/2018,"I did not understand the enthusiasm, expensive and quite small portions .. There is no justification for the price. Huge plates with little contents. Nice atmosphere but I will not return here, we went out hungry.",3.0
627,Unza,Avi F.,1.0,04/02/2018,Original Turkish food Pleasant place to sit Good service. One of the dishes ordered was missing,5.0
628,Unza,Yuval S.,3.0,25/11/2018,Expensive but small and unsatisfying (and not really tasty) dishes. A spooky place.,2.0
629,Unza,IRENA G.,1.0,01/02/2019,"Does not justify the very high price we paid, quite bland",2.0
630,Unza,Ayala's.,6.0,24/12/2019,One of the best in Tel Aviv.,5.0
631,Unza,Zehavit G.,5.0,27/01/2019,Good service eats less,2.0
632,Unza,Alon M.,2.0,11/07/2019,Nice restaurant. Limited and simple selection.,3.0
633,Unza,Coral So.,46.0,17/09/2018,Never disappoint !!! The most perfect malabi there is !!!,5.0
634,Unza,ESTERLEIN S.,2.0,27/08/2018,"Bad food. casually. Great for young people who want to grab a head "".. and food is not really important to them. Give up !!!",1.0
635,Unza,are a.,3.0,24/06/2018,Give up .... give up .... give up!,1.0
636,Unza,Monday c.,5.0,09/12/2017,Excellent food Cauliflower is perfect for butter in a very tasty anchor,5.0
637,Unza,shaham s.,3.0,07/06/2019,Great food and atmosphere!,5.0
638,Unza,MrRefaelo,1.0,24/09/2017,One of the finest places in the cabin,5.0
639,Unza,Arkady Portnoy,,04/08/2020,The burger that hides in a Turkish restaurant and knocked us off our feet,
640,Unza,Poached egg,,17/11/2016,The best revenge in Erdogan lies in the flea market,
641,Unza,Fellow Aaronson,,23/06/2016,The Young Turk Revolution - Unza,
642,mae coffee,Gil G.,17.0,20/12/2019,Amazing and delicious coffee ...,5.0
643,mae coffee,Nitzan S.,1.0,30/08/2018,Stunning. One of the tastiest coffees I have ever tasted,5.0
644,mae coffee,Chen H.,3.0,23/03/2020,👌,5.0
645,mae coffee,Ann B,1.0,03/12/2018,Every morning I'm there,5.0
646,Cflix,shir b.,2.0,09/05/2021,"In wifi, noisy",1.0
647,Cflix,Chen S.,121.0,06/04/2019,Coffee is all good in the country without a doubt! Very pleasant neighborhood atmosphere with an amazing and very professional staff ... take into account that it is a strong cafe for people who are not used to it :) There is not much seating but full of benches on the street ... Shorter must try!,5.0
648,Cflix,Avital T.,33.0,16/04/2021,"Excellent coffee, quality pastries, great atmosphere. Quiet and relaxed",5.0
649,Cflix,Nitzan A.,6.0,12/11/2017,"Without a doubt the highest level of coffee that can be found in the country, and nice in addition to that.",5.0
650,Cflix,Yishai b.,4.0,24/10/2019,Excellent coffee!,5.0
651,Cflix,Liora M,7.0,06/12/2017,"Great coffee, good atmosphere and great service!",5.0
652,Cflix,Nir L.,3.0,26/09/2015,"Excellent cup of coffee, atmosphere on the kippak and courteous service",5.0
653,Cflix,Noy A.,2.0,04/01/2017,The best coffee in the country.,5.0
654,mach,Ania N.,89.0,20/05/2019,"Trendy place in the Carmel market. Lots of tourists getting excited about the noise. + Music, waiters running around in every direction. Open kitchen. The food: Arais which comes with a tomato salad on tahini. Delicious-not wonderful. Fair. No air conditioning, in the summer believes there will be a kiln there. Recommends tourists who love heat and lovers of trends.",4.0
655,mach,Evgeny,91.0,08/11/2021,The lamb chops were tasty but a little pricey. The hamburger is delicious but not special compared to the burgers in Tel Aviv. Good experience overall but I would not particularly return.,4.0
656,mach,Einat B.,5.0,06/12/2021,"Good meat restaurant! We really enjoyed the antique steaks we chose, they were prepared at a level of making just as we requested. The tomato salad that accompanied the meat dish complimented her and added freshness to the meal.",5.0
657,mach,sorry f.,13.0,22/11/2021,Deceptive place from the outside We debated whether to enter. We ordered a burger and shawarma food at a very high and surprising level. Fire restaurant,5.0
658,mach,Shani L.,1.0,16/11/2021,We were at lunch in the middle of the week we sat in the courtyard the food was delicious and the fun atmosphere we really enjoyed,5.0
659,mach,Ilai A.,4.0,30/01/2022,Amazing hamburger and the most delicious potato I have ever eaten,5.0
660,mach,Zvi S.,13.0,15/02/2020,"When I arrived in the afternoon, the restaurant was full, I ordered a 300 gram beef steak, added tomatoes on the fire and potatoes. The steak was great and excellent toppings.",4.0
661,mach,Yaakov B.,2.0,02/02/2022,"Nice dining experience, the food is delicious and the prices are round. Overall a good experience",4.0
662,mach,Dana P.,15.0,27/11/2019,Fun and delicious dishes to Allah! You should arrive early on Fridays to grab a table. It is recommended to end the meal with crack pie :),5.0
663,mach,A c.,27.0,01/02/2022,tasty,4.0
664,mach,Elina G.,4.0,19/02/2020,"I would recommend ""going"" for the flagship dishes: arais and crack cake for dessert, the steak was mediocre ... excellent service!",4.0
665,mach,Ofer and.,2.0,06/03/2020,"The service was low and the price of the beer (a bottle of Goldstar) was disproportionate to 24 NIS. The shawarma dish looked and felt like it was made up of leftovers, but the steak minute dishes were very good. It is not clear the part of serving first course plates to the table without serving anything else and collecting them after a few minutes (very hopefully for the dishwasher and not for reuse ...). Bottom line - worth coming for a minute of steak, but keep in mind that it costs about 100-110 NIS including drinks and tip and it is disproportionate to restaurants of this type.",3.0
666,mach,Maya T.,2.0,12/08/2020,"Good experience overall, for those who have a sensitive stomach it is advisable not to go, I suffered from two days of abdominal pain.",4.0
667,mach,rivka a.,5.0,16/02/2020,It was very tasty too bad only some of the burgers even if they were medium inside as we asked for outside almost burned,4.0
668,mach,Tal H.,62.0,24/07/2020,The food was a bit too burnt but very tasty,4.0
669,mach,Keren M.,3.0,11/09/2020,Great atmosphere of the market and delicious food,4.0
670,mach,Tamar R.,369.0,10/09/2020,The service was amazing and the food was excellent. The waitress gave us great recommendations. Had a lot of fun :),5.0
671,mach,Ira-Inbal P.,9.0,27/07/2019,Cool restaurant. Excellent service. Great offense and background music just right for the offense around. We had a lot of fun. highly recommend,5.0
672,mach,Particle Cannon.,1.0,17/07/2018,Delicious !! fresh!! Amazing and smiling service. Just ... too bad there's no air conditioner. There are a set of fans ...,5.0
673,mach,Sivan L.,1.0,26/06/2019,"warmly recommended! The food comes fast, the service is great, the food is insanely delicious!",5.0
674,mach,aronovich M.,1.0,16/08/2018,We ate the rice and the shawarma. The area is excellent !!! The shawarma is also fine,5.0
675,mach,Zeev S.,3.0,03/05/2018,For a long time we wanted to get there. And we were not disappointed with the food and excellent service wholeheartedly recommended,5.0
676,mach,Maayan S.,4.0,04/09/2018,Delicious!!! And relatively cheap .. Great and pleasant hair. Emma. hot. is very.,5.0
677,mach,Shir S.,4.0,24/05/2018,"Among the best burgers in Tel Aviv, perfect starters, highly recommend 😊",5.0
678,mach,Maya C.,21.0,30/07/2018,"Delicious levels! Quality meat, delicious and simple in the best sense of the word.",5.0
679,mach,Rita L.,1.0,06/02/2019,Excellent food and service. Reasonable price for sure we will go back there again,5.0
680,mach,Adi Y.,3.0,24/01/2020,great,4.0
681,mach,Hosam I.,1.0,12/02/2019,"A small dish, the meat is delicious but very expensive, with the meat comes almost nothing, everything has to be ordered separately, a meal for a couple that includes meat and a side dish and two types of salads can reach 600 and even 700 NIS. Why such prices ?! I could not understand ...",1.0
